,id,name,start_timestamp,sport,league,teams,scores
779,,Denver Nuggets - Minnesota Timberwolves,2016-12-29 02:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Minnesota Timberwolves']","{'Denver Nuggets': 105, 'Minnesota Timberwolves': 103}"
780,,San Antonio Spurs - Phoenix Suns,2016-12-29 01:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Phoenix Suns']","{'San Antonio Spurs': 119, 'Phoenix Suns': 98}"
781,,Chicago Bulls - Brooklyn Nets,2016-12-29 01:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Brooklyn Nets']","{'Chicago Bulls': 101, 'Brooklyn Nets': 99}"
782,,New Orleans Pelicans - Los Angeles Clippers,2016-12-29 01:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Los Angeles Clippers']","{'New Orleans Pelicans': 102, 'Los Angeles Clippers': 98}"
783,,Atlanta Hawks - New York Knicks,2016-12-29 00:30:00+00:00,basketball,NBA,"['Atlanta Hawks', 'New York Knicks']","{'Atlanta Hawks': 102, 'New York Knicks': 98}"
784,,Detroit Pistons - Milwaukee Bucks,2016-12-29 00:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'Milwaukee Bucks']","{'Detroit Pistons': 94, 'Milwaukee Bucks': 119}"
785,,Orlando Magic - Charlotte Hornets,2016-12-29 00:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Charlotte Hornets']","{'Orlando Magic': 101, 'Charlotte Hornets': 120}"
786,,Washington Wizards - Indiana Pacers,2016-12-29 00:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Indiana Pacers']","{'Washington Wizards': 111, 'Indiana Pacers': 105}"
787,,Los Angeles Lakers - Utah Jazz,2016-12-28 03:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Utah Jazz']","{'Los Angeles Lakers': 100, 'Utah Jazz': 102}"
788,,Dallas Mavericks - Houston Rockets,2016-12-28 01:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Houston Rockets']","{'Dallas Mavericks': 107, 'Houston Rockets': 123}"
789,,Boston Celtics - Memphis Grizzlies,2016-12-28 00:30:00+00:00,basketball,NBA,"['Boston Celtics', 'Memphis Grizzlies']","{'Boston Celtics': 113, 'Memphis Grizzlies': 103}"
790,,Miami Heat - Oklahoma City Thunder,2016-12-28 00:30:00+00:00,basketball,NBA,"['Miami Heat', 'Oklahoma City Thunder']","{'Miami Heat': 94, 'Oklahoma City Thunder': 106}"
791,,Los Angeles Clippers - Denver Nuggets,2016-12-27 03:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Denver Nuggets']","{'Los Angeles Clippers': 102, 'Denver Nuggets': 106}"
792,,Sacramento Kings - Philadelphia 76ers,2016-12-27 03:30:00+00:00,basketball,NBA,"['Sacramento Kings', 'Philadelphia 76ers']","{'Sacramento Kings': 102, 'Philadelphia 76ers': 100}"
793,,Portland Trail Blazers - Toronto Raptors,2016-12-27 03:00:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Toronto Raptors']","{'Portland Trail Blazers': 91, 'Toronto Raptors': 95}"
794,,Chicago Bulls - Indiana Pacers,2016-12-27 01:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Indiana Pacers']","{'Chicago Bulls': 90, 'Indiana Pacers': 85}"
795,,Houston Rockets - Phoenix Suns,2016-12-27 01:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Phoenix Suns']","{'Houston Rockets': 131, 'Phoenix Suns': 115}"
796,,Minnesota Timberwolves - Atlanta Hawks,2016-12-27 01:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Atlanta Hawks']","{'Minnesota Timberwolves': 104, 'Atlanta Hawks': 90}"
797,,New Orleans Pelicans - Dallas Mavericks,2016-12-27 01:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Dallas Mavericks']","{'New Orleans Pelicans': 111, 'Dallas Mavericks': 104}"
798,,Brooklyn Nets - Charlotte Hornets,2016-12-27 00:30:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Charlotte Hornets']","{'Brooklyn Nets': 120, 'Charlotte Hornets': 118}"
799,,Detroit Pistons - Cleveland Cavaliers,2016-12-27 00:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'Cleveland Cavaliers']","{'Detroit Pistons': 106, 'Cleveland Cavaliers': 90}"
800,,Orlando Magic - Memphis Grizzlies,2016-12-27 00:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Memphis Grizzlies']","{'Orlando Magic': 112, 'Memphis Grizzlies': 102}"
801,,Washington Wizards - Milwaukee Bucks,2016-12-27 00:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Milwaukee Bucks']","{'Washington Wizards': 107, 'Milwaukee Bucks': 102}"
802,,Los Angeles Lakers - Los Angeles Clippers,2016-12-26 03:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Los Angeles Clippers']","{'Los Angeles Lakers': 111, 'Los Angeles Clippers': 102}"
803,,Oklahoma City Thunder - Minnesota Timberwolves,2016-12-26 01:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Minnesota Timberwolves']","{'Oklahoma City Thunder': 112, 'Minnesota Timberwolves': 100}"
804,,San Antonio Spurs - Chicago Bulls,2016-12-25 22:00:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Chicago Bulls']","{'San Antonio Spurs': 119, 'Chicago Bulls': 100}"
805,,Cleveland Cavaliers - Golden State Warriors,2016-12-25 19:30:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Golden State Warriors']","{'Cleveland Cavaliers': 109, 'Golden State Warriors': 108}"
806,,New York Knicks - Boston Celtics,2016-12-25 17:00:00+00:00,basketball,NBA,"['New York Knicks', 'Boston Celtics']","{'New York Knicks': 114, 'Boston Celtics': 119}"
807,,Los Angeles Clippers - Dallas Mavericks,2016-12-24 03:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Dallas Mavericks']","{'Los Angeles Clippers': 88, 'Dallas Mavericks': 90}"
808,,Portland Trail Blazers - San Antonio Spurs,2016-12-24 03:00:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'San Antonio Spurs']","{'Portland Trail Blazers': 90, 'San Antonio Spurs': 110}"
809,,Denver Nuggets - Atlanta Hawks,2016-12-24 02:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Atlanta Hawks']","{'Denver Nuggets': 108, 'Atlanta Hawks': 109}"
810,,Phoenix Suns - Philadelphia 76ers,2016-12-24 02:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'Philadelphia 76ers']","{'Phoenix Suns': 123, 'Philadelphia 76ers': 116}"
811,,Utah Jazz - Toronto Raptors,2016-12-24 02:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Toronto Raptors']","{'Utah Jazz': 98, 'Toronto Raptors': 104}"
812,,Memphis Grizzlies - Houston Rockets,2016-12-24 01:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Houston Rockets']","{'Memphis Grizzlies': 115, 'Houston Rockets': 109}"
813,,Milwaukee Bucks - Washington Wizards,2016-12-24 01:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Washington Wizards']","{'Milwaukee Bucks': 123, 'Washington Wizards': 96}"
814,,Minnesota Timberwolves - Sacramento Kings,2016-12-24 01:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Sacramento Kings']","{'Minnesota Timberwolves': 105, 'Sacramento Kings': 109}"
815,,New Orleans Pelicans - Miami Heat,2016-12-24 01:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Miami Heat']","{'New Orleans Pelicans': 91, 'Miami Heat': 87}"
816,,Boston Celtics - Oklahoma City Thunder,2016-12-24 00:30:00+00:00,basketball,NBA,"['Boston Celtics', 'Oklahoma City Thunder']","{'Boston Celtics': 112, 'Oklahoma City Thunder': 117}"
817,,Cleveland Cavaliers - Brooklyn Nets,2016-12-24 00:30:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Brooklyn Nets']","{'Cleveland Cavaliers': 119, 'Brooklyn Nets': 99}"
818,,Detroit Pistons - Golden State Warriors,2016-12-24 00:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'Golden State Warriors']","{'Detroit Pistons': 113, 'Golden State Warriors': 119}"
819,,Charlotte Hornets - Chicago Bulls,2016-12-24 00:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Chicago Bulls']","{'Charlotte Hornets': 103, 'Chicago Bulls': 91}"
820,,Orlando Magic - Los Angeles Lakers,2016-12-24 00:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Los Angeles Lakers']","{'Orlando Magic': 109, 'Los Angeles Lakers': 90}"
821,,Los Angeles Clippers - San Antonio Spurs,2016-12-23 03:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'San Antonio Spurs']","{'Los Angeles Clippers': 106, 'San Antonio Spurs': 101}"
822,,Miami Heat - Los Angeles Lakers,2016-12-23 01:00:00+00:00,basketball,NBA,"['Miami Heat', 'Los Angeles Lakers']","{'Miami Heat': 115, 'Los Angeles Lakers': 107}"
823,,Brooklyn Nets - Golden State Warriors,2016-12-23 00:30:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Golden State Warriors']","{'Brooklyn Nets': 101, 'Golden State Warriors': 117}"
824,,New York Knicks - Orlando Magic,2016-12-23 00:30:00+00:00,basketball,NBA,"['New York Knicks', 'Orlando Magic']","{'New York Knicks': 106, 'Orlando Magic': 95}"
825,,Indiana Pacers - Boston Celtics,2016-12-23 00:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Boston Celtics']","{'Indiana Pacers': 102, 'Boston Celtics': 109}"
826,,Portland Trail Blazers - Dallas Mavericks,2016-12-22 03:00:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Dallas Mavericks']","{'Portland Trail Blazers': 95, 'Dallas Mavericks': 96}"
827,,Phoenix Suns - Houston Rockets,2016-12-22 02:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'Houston Rockets']","{'Phoenix Suns': 111, 'Houston Rockets': 125}"
828,,Utah Jazz - Sacramento Kings,2016-12-22 02:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Sacramento Kings']","{'Utah Jazz': 93, 'Sacramento Kings': 94}"
829,,Chicago Bulls - Washington Wizards,2016-12-22 01:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Washington Wizards']","{'Chicago Bulls': 97, 'Washington Wizards': 107}"
830,,New Orleans Pelicans - Oklahoma City Thunder,2016-12-22 01:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Oklahoma City Thunder']","{'New Orleans Pelicans': 110, 'Oklahoma City Thunder': 121}"
831,,Atlanta Hawks - Minnesota Timberwolves,2016-12-22 00:30:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Minnesota Timberwolves']","{'Atlanta Hawks': 84, 'Minnesota Timberwolves': 92}"
832,,Detroit Pistons - Memphis Grizzlies,2016-12-22 00:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'Memphis Grizzlies']","{'Detroit Pistons': 86, 'Memphis Grizzlies': 98}"
833,,Cleveland Cavaliers - Milwaukee Bucks,2016-12-22 00:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Milwaukee Bucks']","{'Cleveland Cavaliers': 113, 'Milwaukee Bucks': 102}"
834,,Golden State Warriors - Utah Jazz,2016-12-21 03:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Utah Jazz']","{'Golden State Warriors': 104, 'Utah Jazz': 74}"
835,,Los Angeles Clippers - Denver Nuggets,2016-12-21 03:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Denver Nuggets']","{'Los Angeles Clippers': 119, 'Denver Nuggets': 102}"
836,,Sacramento Kings - Portland Trail Blazers,2016-12-21 03:30:00+00:00,basketball,NBA,"['Sacramento Kings', 'Portland Trail Blazers']","{'Sacramento Kings': 126, 'Portland Trail Blazers': 121}"
837,,Houston Rockets - San Antonio Spurs,2016-12-21 01:00:00+00:00,basketball,NBA,"['Houston Rockets', 'San Antonio Spurs']","{'Houston Rockets': 100, 'San Antonio Spurs': 102}"
838,,Memphis Grizzlies - Boston Celtics,2016-12-21 01:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Boston Celtics']","{'Memphis Grizzlies': 109, 'Boston Celtics': 112}"
839,,Milwaukee Bucks - Cleveland Cavaliers,2016-12-21 01:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Cleveland Cavaliers']","{'Milwaukee Bucks': 108, 'Cleveland Cavaliers': 114}"
840,,Miami Heat - Orlando Magic,2016-12-21 00:30:00+00:00,basketball,NBA,"['Miami Heat', 'Orlando Magic']","{'Miami Heat': 130, 'Orlando Magic': 136}"
841,,New York Knicks - Indiana Pacers,2016-12-21 00:30:00+00:00,basketball,NBA,"['New York Knicks', 'Indiana Pacers']","{'New York Knicks': 118, 'Indiana Pacers': 111}"
842,,Toronto Raptors - Brooklyn Nets,2016-12-21 00:30:00+00:00,basketball,NBA,"['Toronto Raptors', 'Brooklyn Nets']","{'Toronto Raptors': 116, 'Brooklyn Nets': 104}"
843,,Charlotte Hornets - Los Angeles Lakers,2016-12-21 00:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Los Angeles Lakers']","{'Charlotte Hornets': 117, 'Los Angeles Lakers': 113}"
844,,Philadelphia 76ers - New Orleans Pelicans,2016-12-21 00:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'New Orleans Pelicans']","{'Philadelphia 76ers': 93, 'New Orleans Pelicans': 108}"
845,,Denver Nuggets - Dallas Mavericks,2016-12-20 02:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Dallas Mavericks']","{'Denver Nuggets': 117, 'Dallas Mavericks': 107}"
846,,Chicago Bulls - Detroit Pistons,2016-12-20 01:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Detroit Pistons']","{'Chicago Bulls': 113, 'Detroit Pistons': 82}"
847,,Minnesota Timberwolves - Phoenix Suns,2016-12-20 01:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Phoenix Suns']","{'Minnesota Timberwolves': 115, 'Phoenix Suns': 108}"
848,,Oklahoma City Thunder - Atlanta Hawks,2016-12-20 01:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Atlanta Hawks']","{'Oklahoma City Thunder': 108, 'Atlanta Hawks': 110}"
849,,Indiana Pacers - Washington Wizards,2016-12-20 00:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Washington Wizards']","{'Indiana Pacers': 107, 'Washington Wizards': 105}"
850,,San Antonio Spurs - New Orleans Pelicans,2016-12-19 00:00:00+00:00,basketball,NBA,"['San Antonio Spurs', 'New Orleans Pelicans']","{'San Antonio Spurs': 113, 'New Orleans Pelicans': 100}"
851,,Memphis Grizzlies - Utah Jazz,2016-12-18 23:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Utah Jazz']","{'Memphis Grizzlies': 73, 'Utah Jazz': 82}"
852,,Miami Heat - Boston Celtics,2016-12-18 23:00:00+00:00,basketball,NBA,"['Miami Heat', 'Boston Celtics']","{'Miami Heat': 95, 'Boston Celtics': 105}"
853,,Orlando Magic - Toronto Raptors,2016-12-18 23:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Toronto Raptors']","{'Orlando Magic': 79, 'Toronto Raptors': 109}"
854,,Philadelphia 76ers - Brooklyn Nets,2016-12-18 23:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Brooklyn Nets']","{'Philadelphia 76ers': 108, 'Brooklyn Nets': 107}"
855,,Dallas Mavericks - Sacramento Kings,2016-12-18 21:00:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Sacramento Kings']","{'Dallas Mavericks': 99, 'Sacramento Kings': 79}"
856,,Washington Wizards - Los Angeles Clippers,2016-12-18 20:30:00+00:00,basketball,NBA,"['Washington Wizards', 'Los Angeles Clippers']","{'Washington Wizards': 117, 'Los Angeles Clippers': 110}"
857,,Golden State Warriors - Portland Trail Blazers,2016-12-18 03:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Portland Trail Blazers']","{'Golden State Warriors': 135, 'Portland Trail Blazers': 90}"
858,,Denver Nuggets - New York Knicks,2016-12-18 02:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'New York Knicks']","{'Denver Nuggets': 127, 'New York Knicks': 114}"
859,,Minnesota Timberwolves - Houston Rockets,2016-12-18 01:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Houston Rockets']","{'Minnesota Timberwolves': 109, 'Houston Rockets': 111}"
860,,Atlanta Hawks - Charlotte Hornets,2016-12-18 00:30:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Charlotte Hornets']","{'Atlanta Hawks': 99, 'Charlotte Hornets': 107}"
861,,Cleveland Cavaliers - Los Angeles Lakers,2016-12-18 00:30:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Los Angeles Lakers']","{'Cleveland Cavaliers': 119, 'Los Angeles Lakers': 108}"
862,,Detroit Pistons - Indiana Pacers,2016-12-18 00:00:00+00:00,basketball,NBA,"['Detroit Pistons', 'Indiana Pacers']","{'Detroit Pistons': 90, 'Indiana Pacers': 105}"
863,,Oklahoma City Thunder - Phoenix Suns,2016-12-17 22:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Phoenix Suns']","{'Oklahoma City Thunder': 114, 'Phoenix Suns': 101}"
864,,Utah Jazz - Dallas Mavericks,2016-12-17 03:30:00+00:00,basketball,NBA,"['Utah Jazz', 'Dallas Mavericks']","{'Utah Jazz': 103, 'Dallas Mavericks': 100}"
865,,Chicago Bulls - Milwaukee Bucks,2016-12-17 01:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Milwaukee Bucks']","{'Chicago Bulls': 69, 'Milwaukee Bucks': 95}"
866,,Houston Rockets - New Orleans Pelicans,2016-12-17 01:00:00+00:00,basketball,NBA,"['Houston Rockets', 'New Orleans Pelicans']","{'Houston Rockets': 122, 'New Orleans Pelicans': 100}"
867,,Memphis Grizzlies - Sacramento Kings,2016-12-17 01:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Sacramento Kings']","{'Memphis Grizzlies': 92, 'Sacramento Kings': 96}"
868,,Miami Heat - Los Angeles Clippers,2016-12-17 01:00:00+00:00,basketball,NBA,"['Miami Heat', 'Los Angeles Clippers']","{'Miami Heat': 98, 'Los Angeles Clippers': 102}"
869,,Philadelphia 76ers - Los Angeles Lakers,2016-12-17 01:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Los Angeles Lakers']","{'Philadelphia 76ers': 89, 'Los Angeles Lakers': 100}"
870,,Boston Celtics - Charlotte Hornets,2016-12-17 00:30:00+00:00,basketball,NBA,"['Boston Celtics', 'Charlotte Hornets']","{'Boston Celtics': 96, 'Charlotte Hornets': 88}"
871,,Toronto Raptors - Atlanta Hawks,2016-12-17 00:30:00+00:00,basketball,NBA,"['Toronto Raptors', 'Atlanta Hawks']","{'Toronto Raptors': 121, 'Atlanta Hawks': 125}"
872,,Orlando Magic - Brooklyn Nets,2016-12-17 00:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Brooklyn Nets']","{'Orlando Magic': 118, 'Brooklyn Nets': 111}"
873,,Washington Wizards - Detroit Pistons,2016-12-17 00:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Detroit Pistons']","{'Washington Wizards': 122, 'Detroit Pistons': 108}"
874,,Golden State Warriors - New York Knicks,2016-12-16 03:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'New York Knicks']","{'Golden State Warriors': 103, 'New York Knicks': 90}"
875,,Denver Nuggets - Portland Trail Blazers,2016-12-16 02:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Portland Trail Blazers']","{'Denver Nuggets': 132, 'Portland Trail Blazers': 120}"
876,,Phoenix Suns - San Antonio Spurs,2016-12-16 02:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'San Antonio Spurs']","{'Phoenix Suns': 92, 'San Antonio Spurs': 107}"
877,,Milwaukee Bucks - Chicago Bulls,2016-12-16 01:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Chicago Bulls']","{'Milwaukee Bucks': 108, 'Chicago Bulls': 97}"
878,,New Orleans Pelicans - Indiana Pacers,2016-12-16 01:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Indiana Pacers']","{'New Orleans Pelicans': 102, 'Indiana Pacers': 95}"
879,,San Antonio Spurs - Boston Celtics,2016-12-15 02:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Boston Celtics']","{'San Antonio Spurs': 108, 'Boston Celtics': 101}"
880,,Utah Jazz - Oklahoma City Thunder,2016-12-15 02:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Oklahoma City Thunder']","{'Utah Jazz': 109, 'Oklahoma City Thunder': 89}"
881,,Dallas Mavericks - Detroit Pistons,2016-12-15 01:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Detroit Pistons']","{'Dallas Mavericks': 85, 'Detroit Pistons': 95}"
882,,Houston Rockets - Sacramento Kings,2016-12-15 01:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Sacramento Kings']","{'Houston Rockets': 132, 'Sacramento Kings': 98}"
883,,Memphis Grizzlies - Cleveland Cavaliers,2016-12-15 01:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Cleveland Cavaliers']","{'Memphis Grizzlies': 93, 'Cleveland Cavaliers': 85}"
884,,Brooklyn Nets - Los Angeles Lakers,2016-12-15 00:30:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Los Angeles Lakers']","{'Brooklyn Nets': 107, 'Los Angeles Lakers': 97}"
885,,Miami Heat - Indiana Pacers,2016-12-15 00:00:00+00:00,basketball,NBA,"['Miami Heat', 'Indiana Pacers']","{'Miami Heat': 95, 'Indiana Pacers': 89}"
886,,Orlando Magic - Los Angeles Clippers,2016-12-15 00:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Los Angeles Clippers']","{'Orlando Magic': 108, 'Los Angeles Clippers': 113}"
887,,Philadelphia 76ers - Toronto Raptors,2016-12-15 00:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Toronto Raptors']","{'Philadelphia 76ers': 114, 'Toronto Raptors': 123}"
888,,Washington Wizards - Charlotte Hornets,2016-12-15 00:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Charlotte Hornets']","{'Washington Wizards': 109, 'Charlotte Hornets': 106}"
889,,Portland Trail Blazers - Oklahoma City Thunder,2016-12-14 03:30:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Oklahoma City Thunder']","{'Portland Trail Blazers': 114, 'Oklahoma City Thunder': 95}"
890,,Phoenix Suns - New York Knicks,2016-12-14 02:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'New York Knicks']","{'Phoenix Suns': 113, 'New York Knicks': 111}"
891,,Chicago Bulls - Minnesota Timberwolves,2016-12-14 01:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Minnesota Timberwolves']","{'Chicago Bulls': 94, 'Minnesota Timberwolves': 99}"
892,,New Orleans Pelicans - Golden State Warriors,2016-12-14 01:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Golden State Warriors']","{'New Orleans Pelicans': 109, 'Golden State Warriors': 113}"
893,,Atlanta Hawks - Orlando Magic,2016-12-14 00:30:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Orlando Magic']","{'Atlanta Hawks': 120, 'Orlando Magic': 131}"
894,,Cleveland Cavaliers - Memphis Grizzlies,2016-12-14 00:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Memphis Grizzlies']","{'Cleveland Cavaliers': 103, 'Memphis Grizzlies': 86}"
895,,Los Angeles Clippers - Portland Trail Blazers,2016-12-13 03:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Portland Trail Blazers']","{'Los Angeles Clippers': 121, 'Portland Trail Blazers': 120}"
896,,Sacramento Kings - Los Angeles Lakers,2016-12-13 03:30:00+00:00,basketball,NBA,"['Sacramento Kings', 'Los Angeles Lakers']","{'Sacramento Kings': 116, 'Los Angeles Lakers': 92}"
897,,Dallas Mavericks - Denver Nuggets,2016-12-13 01:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Denver Nuggets']","{'Dallas Mavericks': 112, 'Denver Nuggets': 92}"
898,,Houston Rockets - Brooklyn Nets,2016-12-13 01:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Brooklyn Nets']","{'Houston Rockets': 122, 'Brooklyn Nets': 118}"
899,,Miami Heat - Washington Wizards,2016-12-13 00:30:00+00:00,basketball,NBA,"['Miami Heat', 'Washington Wizards']","{'Miami Heat': 112, 'Washington Wizards': 101}"
900,,Toronto Raptors - Milwaukee Bucks,2016-12-13 00:30:00+00:00,basketball,NBA,"['Toronto Raptors', 'Milwaukee Bucks']","{'Toronto Raptors': 122, 'Milwaukee Bucks': 100}"
901,,Indiana Pacers - Charlotte Hornets,2016-12-13 00:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Charlotte Hornets']","{'Indiana Pacers': 110, 'Charlotte Hornets': 94}"
902,,Los Angeles Lakers - New York Knicks,2016-12-12 02:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'New York Knicks']","{'Los Angeles Lakers': 112, 'New York Knicks': 118}"
903,,Phoenix Suns - New Orleans Pelicans,2016-12-12 01:30:00+00:00,basketball,NBA,"['Phoenix Suns', 'New Orleans Pelicans']","{'Phoenix Suns': 119, 'New Orleans Pelicans': 120}"
